,,,,,,,,,
,05 nov. 2024,Vinipel 30cm x 400m,Vinipel,,0,8000,25000,0,0
,16 nov. 2024,Vinipel 30cm x 500m,Vinipel,Rollo de vinipel de 30cm x 500m de longitud transparente,0,12000,32000,0,0
,24 oct. 2025,Vinipel 30cm x 600m,Vinipel,,12,12000,36000,144000,432000
,30 abr. 2024,Vinipel 45cm x 1000m,Vinipel,,0,20000,60000,0,0
,10 jul. 2024,Vinipel 45cm x 200m,Vinipel,,0,9000,18000,0,0
,21 may. 2024,Vinipel 50cm x 1000m,Vinipel,Rollo de vinipel de 50cm x 100 metros transparente ,0,30000,60000,0,0
,10 oct. 2024,Vinipel 50cm x 300m,Vinipel,Rollo de vinipel de 50cm x 300m transparente,0,19500,35000,0,0
,12 sep. 2025,Vinipel 50cm x 400m,Vinipel,,0,22500,48000,0,0
,05 nov. 2024,Vinipel 50cm x 500m,Vinipel,,3,24310,50000,72930,150000
,01 jul. 2026,Vinipel de 15cmx800 mts,Vinipel,,1,12000,24000,12000,24000
,07 nov. 2025,Vinipel negro 12 cm x 600 m,Vinipel,,0,6000,18000,0,0
,13 ago. 2025,Vinipel negro 15cm x 300m,Vinipel,,0,7450,13000,0,0
,29 may. 2025,Vinipel negro 15cm x 400m,Vinipel,,0,9300,13000,0,0
,05 ago. 2026,Vinipel Negro 15cm x500 mts,Vinipel,,19,6000,15000,114000,285000
,09 jun. 2026,Vinipel Negro 20cm x 550m,Vinipel,,2,10000,24000,20000,48000
,01 ago. 2024,Vinipel negro 25cmx300 mts,Vinipel,,0,10300,21000,0,0
,13 ago. 2025,Vinipel negro 30 cmX400 mts,Vinipel,,0,9300,25000,0,0
,02 nov. 2024,Vinipel Negro 30cm x 1000 m,Vinipel,Rollo de vinipel de 30cm x 300m en color negro,0,20,45000,0,0
,22 jun. 2024,Vinipel negro 30cm x 200 mts,Vinipel,,0,7950,18000,0,0
,09 jun. 2026,Vinipel Negro 30cm x 500m,Vinipel,,18,12000,33000,216000,594000
,10 jul. 2026,Vinipel negro 30cm x 600m,Vinipel,,6,12000,38000,72000,228000
,27 abr. 2024,Vinipel negro 50 cm x300 m,Vinipel,,0,11000,35000,0,0
,11 abr. 2025,Vinipel negro 50x500 m,,,0,27430,55000,0,0
,01 abr. 2024,Vinipiel negro 15cm x 600m,Vinipel,,7,7450,19000,52150,133000
,21 oct. 2024,Xen alargada ,Caja Clásica,,102,1200,3500,122400,357000
,08 ago. 2024,Yupi,Caja Clásica,,0,1000,2500,0,0
,31 may. 2025,Zippol,,,0,3500,5000,0,0
,29 oct. 2024,Zuncho 1 kilo,Embalaje,Rollo de zuncho un kilo,1,10550,15000,10550,15000
,05 oct. 2024,Zuncho 1000m,Embalaje,,0,22200,30000,0,0
,29 oct. 2024,Zuncho 2000 metros,Embalaje,,1,45000,60000,45000,60000
,14 ene. 2026,Zuncho 3000 mts,Embalaje,,0,54000,75000,0,0
